,filtered_word,filtered_freq
15905,similar,jj
15906,occasion,nn
15907,augment,vb
15908,fix,vb
15909,sorrow,nn
15910,seeking,vbg
15911,silence,nn
15912,solitude,nn
15913,idleness,nn
15914,mean,nn
15915,different,jj
15916,object,nn
15917,equally,rb
15918,suited,vbn
15919,advancement,nn
15920,elinor,nnp
15921,sat,vbd
15922,drawing-table,jj
15923,soon,rb
15924,wa,vbz
15925,house,nn
15926,busily,rb
15927,employed,vbn
15928,whole,jj
15929,day,nn
15930,neither,cc
15931,sought,vbd
15932,avoided,vbd
15933,mention,nn
15934,name,nn
15935,appeared,vbd
15936,interest,nn
15937,almost,rb
15938,much,rb
15939,ever,rb
15940,general,jj
15941,concern,nn
15942,family,nn
15943,conduct,nn
15944,lessen,vb
15945,grief,nn
15946,wa,vbz
15947,least,jjs
15948,prevented,vbn
15949,unnecessary,jj
15950,increase,nn
15951,mother,nn
15952,sister,nn
15953,spared,vbn
15954,much,jj
15955,solicitude,nn
15956,account,nn
15957,behaviour,in
15958,exactly,rb
15959,reverse,nn
15960,appeared,vbd
15961,meritorious,jj
15962,marianne,nnp
15963,seemed,vbn
15964,faulty,nn
15965,business,nn
15966,self-command,nn
15967,settled,vbd
15968,easily,rb
15969,--,:
15970,strong,jj
15971,affection,nn
15972,wa,vbz
15973,impossible,jj
15974,calm,jj
15975,one,cd
15976,could,md
15977,merit,nn
15978,sister,nn
15979,'s,pos
15980,affection,nn
15981,calm,nn
15982,dared,vbd
15983,deny,jj
15984,though,in
15985,blushed,vbd
15986,acknowledge,vb
15987,strength,nn
15988,gave,vbd
15989,striking,jj
15990,proof,nn
15991,still,rb
15992,loving,vbg
15993,respecting,vbg
15994,sister,nn
15995,spite,nn
15996,mortifying,nn
15997,conviction,nn
15998,without,in
15999,shutting,vbg
16000,family,nn
16001,leaving,vbg
16002,house,nn
16003,determined,jj
16004,solitude,nn
16005,avoid,vb
16006,lying,vbg
16007,awake,rp
16008,whole,jj
16009,night,nn
16010,indulge,vb
16011,meditation,nn
16012,elinor,nnp
16013,found,vbd
16014,every,dt
16015,day,nn
16016,afforded,vbd
16017,leisure,nn
16018,enough,jj
16019,think,vb
16020,edward,nnp
16021,edward,nnp
16022,'s,pos
16023,behaviour,nn
16024,every,dt
16025,possible,jj
16026,variety,nn
16027,different,jj
16028,state,nn
16029,spirit,nn
16030,different,jj
16031,time,nn
16032,could,md
16033,produce,vb
16034,--,:
16035,tenderness,nn
16036,pity,nn
16037,approbation,nn
16038,censure,nn
16039,doubt,nn
16040,moment,nn
16041,abundance,nn
16042,absence,nn
16043,mother,nn
16044,sister,nn
16045,least,jjs
16046,nature,nn
16047,employment,nn
16048,conversation,nn
16049,wa,nns
16050,forbidden,vbp
16051,among,in
16052,every,dt
16053,effect,nn
16054,solitude,nn
16055,wa,nn
16056,produced,vbd
16057,mind,nn
16058,wa,nn
16059,inevitably,rb
16060,liberty,nn
16061,thought,nn
16062,could,md
16063,chained,vbn
16064,elsewhere,rb
16065,past,nn
16066,future,nn
16067,subject,nn
16068,interesting,jj
16069,must,md
16070,must,md
16071,force,vb
16072,attention,nn
16073,engross,in
16074,memory,nn
16075,reflection,nn
16076,fancy,nn
16077,reverie,nn
16078,kind,nn
16079,sat,vbd
16080,drawing-table,jj
16081,wa,vbd
16082,roused,jj
16083,one,cd
16084,morning,nn
16085,soon,rb
16086,edward,nnp
16087,'s,pos
16088,leaving,vbg
16089,arrival,nn
16090,company,nn
16091,happened,vbd
16092,quite,rb
16093,alone,rb
16094,closing,nn
16095,little,jj
16096,gate,nn
16097,entrance,nn
16098,green,jj
16099,court,nn
16100,front,nn
16101,house,nn
16102,drew,vbd
16103,eye,nn
16104,window,nn
16105,saw,vbd
16106,large,jj
16107,party,nn
16108,walking,vbg
16109,door,nn
16110,amongst,vb
16111,sir,nnp
16112,john,nnp
16113,lady,nnp
16114,middleton,nnp
16115,mrs.,nnp
16116,jennings,nnp
16117,two,cd
16118,others,nns
16119,gentleman,nn
16120,lady,nn
16121,quite,rb
16122,unknown,jj
16123,wa,vbd
16124,sitting,vbg
16125,near,in
16126,window,nn
16127,soon,rb
16128,sir,nnp
16129,john,nnp
16130,perceived,vbd
16131,left,vbd
16132,rest,nn
16133,party,nn
16134,ceremony,nn
16135,knocking,vbg
16136,door,nn
16137,stepping,vbg
16138,across,in
16139,turf,nn
16140,obliged,vbd
16141,open,vb
16142,casement,nn
16143,speak,vb
16144,though,in
16145,space,nn
16146,wa,nn
16147,short,jj
16148,door,nn
16149,window,nn
16150,make,vb
16151,hardly,rb
16152,possible,jj
16153,speak,vb
16154,one,cd
16155,without,in
16156,heard,vbn
16157,``,``
16158,well,rb
16159,'',''
16160,said,vbd
16161,``,``
16162,brought,vbn
16163,stranger,nn
16164,like,vb
16165,'',''
16166,``,``
16167,hush,nnp
16168,hear,vb
16169,'',''
16170,``,``
16171,never,nnp
16172,mind,nn
16173,palmers,nnps
16174,charlotte,nnp
16175,pretty,rb
16176,tell,vb
16177,may,md
16178,see,vb
16179,look,vbp
16180,way,nn
16181,'',''
16182,elinor,nnp
16183,wa,vbp
16184,certain,jj
16185,seeing,vbg
16186,couple,nn
16187,minute,nn
16188,without,in
16189,taking,vbg
16190,liberty,nn
16191,begged,vbd
16192,excused,vbn
16193,``,``
16194,marianne,nnp
16195,run,vb
16196,away,rb
16197,come,vbn
16198,see,vbp
16199,instrument,nn
16200,open,jj
16201,'',''
16202,``,``
16203,walking,vbg
16204,believe,vbp
16205,'',''
16206,joined,vbn
16207,mrs.,nnp
16208,jennings,nnp
16209,patience,rb
16210,enough,rb
16211,wait,vb
16212,till,vb
16213,door,nn
16214,wa,nn
16215,opened,vbd
16216,told,vbd
16217,story,nn
16218,came,vbd
16219,hallooing,vbg
16220,window,nn
16221,'',''
16222,dear,nn
16223,doe,jj
16224,mrs.,nnp
16225,dashwood,nnp
16226,sister,nn
16227,alone,rb
16228,glad,nns
16229,little,jj
16230,company,nn
16231,sit,vb
16232,brought,vbn
16233,son,nn
16234,daughter,nn
16235,see,vb
16236,think,vbp
16237,coming,vbg
16238,suddenly,rb
16239,thought,vbd
16240,heard,vbd
16241,carriage,nn
16242,last,jj
16243,night,nn
16244,drinking,vbg
16245,tea,nn
16246,never,rb
16247,entered,vbd
16248,head,nn
16249,could,md
16250,thought,vbd
16251,nothing,nn
16252,whether,in
16253,might,md
16254,colonel,nnp
16255,brandon,nnp
16256,come,vbp
16257,back,rb
16258,said,vbd
16259,sir,nnp
16260,john,nnp
16261,think,vb
16262,hear,vbp
16263,carriage,nn
16264,perhaps,rb
16265,colonel,nnp
16266,brandon,nnp
16267,come,vbp
16268,back,rb
16269,'',''
16270,--,:
16271,elinor,nnp
16272,wa,vbd
16273,obliged,vbn
16274,turn,vb
16275,middle,nn
16276,story,nn
16277,receive,vb
16278,rest,nn
16279,party,nn
16280,lady,nnp
16281,middleton,nnp
16282,introduced,vbd
16283,two,cd
16284,stranger,nn
16285,mrs.,nnp
16286,dashwood,nnp
16287,margaret,nnp
16288,came,vbd
16289,stair,nn
16290,time,nn
16291,sat,vbd
16292,look,vb
16293,one,cd
16294,another,dt
16295,mrs.,nnp
16296,jennings,nnp
16297,continued,vbd
16298,story,nn
16299,walked,vbd
16300,passage,nn
16301,parlour,nn
16302,attended,vbn
16303,sir,nnp
16304,john,nnp
16305,mrs.,nnp
16306,palmer,nnp
16307,wa,in
16308,several,jj
16309,year,nn
16310,younger,jjr
16311,lady,nnp
16312,middleton,nnp
16313,totally,rb
16314,unlike,in
16315,every,dt
16316,respect,nn
16317,wa,vbd
16318,short,jj
16319,plump,nn
16320,pretty,jj
16321,face,nn
16322,finest,jjs
16323,expression,nn
16324,good,jj
16325,humour,nn
16326,could,md
16327,possibly,rb
16328,manner,nn
16329,mean,nn
16330,elegant,jj
16331,sister,nn
16332,'s,pos
16333,much,rb
16334,prepossessing,nn
16335,came,vbd
16336,smile,nn
16337,smiled,vbd
16338,time,nn
16339,visit,nn
16340,except,in
16341,laughed,vbd
16342,smiled,vbd
16343,went,vbd
16344,away,rb
16345,husband,nn
16346,wa,nn
16347,grave,nn
16348,looking,vbg
16349,young,jj
16350,man,nn
16351,five,cd
16352,six,cd
16353,twenty,vb
16354,air,nn
16355,fashion,nn
16356,sense,nn
16357,wife,nn
16358,le,jj
16359,willingness,nn
16360,please,vb
16361,pleased,vbn
16362,entered,vbd
16363,room,nn
16364,look,nn
16365,self-consequence,nn
16366,slightly,rb
16367,bowed,vbn
16368,lady,nn
16369,without,in
16370,speaking,vbg
16371,word,nn
16372,briefly,nn
16373,surveying,vbg
16374,apartment,nn
16375,took,vbd
16376,newspaper,nn
16377,table,nn
16378,continued,vbd
16379,read,vb
16380,long,jj
16381,staid,nn
16382,mrs.,nnp
16383,palmer,nnp
16384,contrary,jj
16385,wa,vbp
16386,strongly,rb
16387,endowed,vbn
16388,nature,nn
16389,turn,nn
16390,uniformly,jj
16391,civil,jj
16392,happy,jj
16393,wa,jj
16394,hardly,rb
16395,seated,vbd
16396,admiration,nn
16397,parlour,nn
16398,every,dt
16399,thing,nn
16400,burst,jj
16401,forth,nn
16402,``,``
16403,well,rb
16404,delightful,jj
16405,room,nn
16406,never,rb
16407,saw,vbd
16408,anything,nn
16409,charming,vbg
16410,think,vbp
16411,mamma,nnp
16412,improved,vbn
16413,since,in
16414,wa,vbp
16415,last,jj
16416,always,rb
16417,thought,vbd
16418,sweet,jj
16419,place,nn
16420,ma'am,nn
16421,turning,vbg
16422,mrs.,nnp
16423,dashwood,nnp
16424,made,vbn
16425,charming,vbg
16426,look,nn
16427,sister,nn
16428,delightful,jj
16429,every,dt
16430,thing,nn
16431,like,vb
16432,house,nn
16433,mr,nnp
16434,palmer,nnp
16435,'',''
16436,mr.,nnp
16437,palmer,nnp
16438,made,vbd
16439,answer,nn
16440,even,rb
16441,raise,vb
16442,eye,nn
16443,newspaper,nn
16444,``,``
16445,mr.,nnp
16446,palmer,nnp
16447,doe,vbz
16448,hear,vb
16449,'',''
16450,said,vbd
16451,laughing,vbg
16452,'',''
16453,never,rb
16454,doe,vbd
16455,sometimes,rb
16456,ridiculous,jj
16457,'',''
16458,wa,vbz
16459,quite,rb
16460,new,jj
16461,idea,nn
16462,mrs.,nnp
16463,dashwood,nnp
16464,never,rb
16465,used,vbn
16466,find,vb
16467,wit,nn
16468,inattention,nn
16469,one,cd
16470,could,md
16471,help,vb
16472,looking,vbg
16473,surprise,nn
16474,mrs.,nnp
16475,jennings,nnp
16476,meantime,nn
16477,talked,vbd
16478,loud,nn
16479,could,md
16480,continued,vbd
16481,account,nn
16482,surprise,nn
16483,evening,nn
16484,seeing,vbg
16485,friend,nn
16486,without,in
16487,ceasing,vbg
16488,till,nn
16489,every,dt
16490,thing,nn
16491,wa,nn
16492,told,vbd
16493,mrs.,nnp
16494,palmer,nnp
16495,laughed,vbd
16496,heartily,rb
16497,recollection,nn
16498,astonishment,nn
16499,every,dt
16500,body,nn
16501,agreed,vbd
16502,two,cd
16503,three,cd
16504,time,nn
16505,quite,rb
16506,agreeable,jj
16507,surprise,nn
16508,``,``
16509,may,md
16510,believe,vb
16511,glad,jj
16512,see,vb
16513,'',''
16514,added,vbd
16515,mrs.,nnp
16516,jennings,nnp
16517,leaning,vbg
16518,forward,rb
16519,towards,nns
16520,elinor,nnp
16521,speaking,vbg
16522,low,jj
16523,voice,nn
16524,meant,vbd
16525,heard,vbn
16526,one,nn
16527,else,rb
16528,though,in
16529,seated,vbn
16530,different,jj
16531,side,nn
16532,room,nn
16533,``,``
16534,however,rb
16535,ca,md
16536,n't,rb
16537,help,vb
16538,wishing,vbg
16539,travelled,vbn
16540,quite,rb
16541,fast,rb
16542,made,vbd
16543,long,jj
16544,journey,nn
16545,came,vbd
16546,round,nn
16547,london,nnp
16548,upon,in
16549,account,nn
16550,business,nn
16551,know,vbp
16552,nodding,vbg
16553,significantly,rb
16554,pointing,vbg
16555,daughter,nn
16556,wa,vbz
16557,wrong,jj
16558,situation,nn
16559,wanted,vbd
16560,stay,vb
16561,home,nn
16562,rest,vb
16563,morning,nn
16564,would,md
16565,come,vb
16566,u,jj
16567,longed,vbd
16568,much,jj
16569,see,vb
16570,'',''
16571,mrs.,nnp
16572,palmer,nnp
16573,laughed,vbd
16574,said,vbd
16575,would,md
16576,harm,nn
16577,``,``
16578,expects,vbz
16579,confined,vbn
16580,february,nnp
16581,'',''
16582,continued,vbd
16583,mrs.,nnp
16584,jennings,nnp
16585,lady,nnp
16586,middleton,nnp
16587,could,md
16588,longer,rb
16589,endure,vb
16590,conversation,nn
16591,therefore,rb
16592,exerted,vbd
16593,ask,vb
16594,mr.,nnp
16595,palmer,nnp
16596,wa,vbp
16597,news,nn
16598,paper,nn
16599,``,``
16600,none,nn
16601,'',''
16602,replied,vbd
16603,read,vb
16604,``,``
16605,come,vbn
16606,marianne,nnp
16607,'',''
16608,cried,vbd
16609,sir,nnp
16610,john,nnp
16611,``,``
16612,palmer,nnp
16613,shall,md
16614,see,vb
16615,monstrous,jj
16616,pretty,nn
16617,girl,nn
16618,'',''
16619,immediately,rb
16620,went,vbd
16621,passage,nn
16622,opened,vbd
16623,front,jj
16624,door,nn
16625,ushered,vbd
16626,mrs.,nnp
16627,jennings,nnp
16628,asked,vbd
16629,soon,rb
16630,appeared,vbd
16631,allenham,nnp
16632,mrs.,nnp
16633,palmer,nnp
16634,laughed,vbd
16635,heartily,rb
16636,question,nn
16637,show,vb
16638,understood,vbd
16639,mr.,nnp
16640,palmer,nnp
16641,looked,vbd
16642,entering,vbg
16643,room,nn
16644,stared,vbd
16645,minute,nn
16646,returned,vbd
16647,newspaper,nn
16648,mrs.,nnp
16649,palmer,nnp
16650,'s,pos
16651,eye,nn
16652,wa,nn
16653,caught,vbn
16654,drawing,vbg
16655,hung,nn
16656,round,vbd
16657,room,nn
16658,got,vbd
16659,examine,vb
16660,``,``
16661,oh,uh
16662,dear,nn
16663,beautiful,jj
16664,well,rb
16665,delightful,jj
16666,look,vb
16667,mama,nn
16668,sweet,jj
16669,declare,vbp
16670,quite,rb
16671,charming,vbg
16672,could,md
16673,look,vb
16674,ever,rb
16675,'',''
16676,sitting,vbg
16677,soon,rb
16678,forgot,vbd
16679,thing,nn
16680,room,nn
16681,lady,jj
16682,middleton,nnp
16683,rose,vbd
16684,go,vb
16685,away,rb
16686,mr.,nnp
16687,palmer,nnp
16688,rose,vbd
16689,also,rb
16690,laid,vbd
16691,newspaper,nn
16692,stretched,vbd
16693,looked,vbd
16694,around,rb
16695,``,``
16696,love,nn
16697,asleep,rb
16698,'',''
16699,said,vbd
16700,wife,nn
16701,laughing,vbg
16702,made,vbd
16703,answer,nn
16704,observed,vbd
16705,examining,vbg
16706,room,nn
16707,wa,vbz
16708,low,jj
16709,pitched,vbn
16710,ceiling,nn
16711,wa,nn
16712,crooked,vbd
16713,made,vbd
16714,bow,nn
16715,departed,vbd
16716,rest,nn
16717,sir,nnp
16718,john,nnp
16719,urgent,jj
16720,spend,vb
16721,next,jj
16722,day,nn
16723,park,nn
16724,mrs.,nnp
16725,dashwood,nnp
16726,chuse,vb
16727,dine,vb
16728,oftener,jjr
16729,dined,vbd
16730,cottage,nn
16731,absolutely,rb
16732,refused,vbd
16733,account,nn
16734,daughter,nn
16735,might,md
16736,pleased,jj
16737,curiosity,nn
16738,see,vb
16739,mr.,nnp
16740,mrs.,nnp
16741,palmer,nnp
16742,ate,vb
16743,dinner,nn
16744,expectation,nn
16745,pleasure,nn
16746,way,nn
16747,attempted,vbd
16748,therefore,rb
16749,likewise,rb
16750,excuse,vb
16751,weather,nn
16752,wa,nn
16753,uncertain,jj
16754,likely,jj
16755,good,jj
16756,sir,nnp
16757,john,nnp
16758,would,md
16759,satisfied,vbn
16760,--,:
16761,carriage,nn
16762,sent,vbn
16763,must,md
16764,come,vb
16765,lady,nnp
16766,middleton,nnp
16767,though,in
16768,press,vb
16769,mother,nn
16770,pressed,vbd
16771,mrs.,nnp
16772,jennings,nnp
16773,mrs.,nnp
16774,palmer,nnp
16775,joined,vbd
16776,entreaty,nn
16777,seemed,vbd
16778,equally,rb
16779,anxious,jj
16780,avoid,vb
16781,family,nn
16782,party,nn
16783,young,jj
16784,lady,nn
16785,obliged,vbn
16786,yield,vb
16787,``,``
16788,ask,vb
16789,u,prp
16790,'',''
16791,said,vbd
16792,marianne,nnp
16793,soon,rb
16794,gone,vbn
16795,``,``
16796,rent,nn
16797,cottage,nn
16798,said,vbd
16799,low,jj
16800,hard,jj
16801,term,nn
16802,dine,vb
16803,park,nn
16804,whenever,wrb
16805,one,cd
16806,staying,vbg
16807,either,rb
16808,u,jj
16809,'',''
16810,``,``
16811,mean,vbp
16812,le,nn
16813,civil,jj
16814,kind,nn
16815,u,vb
16816,'',''
16817,said,vbd
16818,elinor,nnp
16819,``,``
16820,frequent,jj
16821,invitation,nn
16822,received,vbd
16823,week,nn
16824,ago,rb
16825,alteration,nn
16826,party,nn
16827,grown,vbn
16828,tedious,jj
16829,dull,jj
16830,must,md
16831,look,vb
16832,change,nn
16833,elsewhere,rb
16834,'',''
16835,chapter,nn
16836,20,cd
16837,miss,nnp
16838,dashwoods,nnp
16839,entered,vbd
16840,drawing-room,nn
16841,park,nn
16842,next,jj
16843,day,nn
16844,one,cd
16845,door,nn
16846,mrs.,nnp
16847,palmer,nnp
16848,came,vbd
16849,running,vbg
16850,looking,vbg
16851,good,jj
16852,humoured,nn
16853,merry,vb
16854,took,vbd
16855,affectionately,rb
16856,hand,nn
16857,expressed,vbd
16858,great,jj
16859,delight,nn
16860,seeing,vbg
16861,``,``
16862,glad,jj
16863,see,vb
16864,'',''
16865,said,vbd
16866,seating,vbg
16867,elinor,nnp
16868,marianne,nnp
16869,``,``
16870,bad,jj
16871,day,nn
16872,wa,vbp
16873,afraid,jj
16874,might,md
16875,come,vb
16876,would,md
16877,shocking,jj
16878,thing,nn
16879,go,vbp
16880,away,rb
16881,tomorrow,nn
16882,must,md
16883,go,vb
16884,westons,nnp
16885,come,vbp
16886,u,vb
16887,next,jj
16888,week,nn
16889,know,vbp
16890,wa,vbz
16891,quite,rb
16892,sudden,jj
16893,thing,nn
16894,coming,vbg
16895,knew,vbd
16896,nothing,nn
16897,till,vbz
16898,carriage,nn
16899,wa,vbd
16900,coming,vbg
16901,door,nn
16902,mr.,nnp
16903,palmer,nnp
16904,asked,vbd
16905,would,md
16906,go,vb
16907,barton,nnp
16908,droll,jj
16909,never,rb
16910,tell,vb
16911,thing,nn
16912,sorry,jj
16913,stay,vb
16914,longer,rb
16915,however,rb
16916,shall,md
16917,meet,vb
16918,town,nn
16919,soon,rb
16920,hope,vbp
16921,'',''
16922,obliged,vbn
16923,put,vb
16924,end,nn
16925,expectation,nn
16926,``,``
16927,go,vb
16928,town,nn
16929,'',''
16930,cried,vbd
16931,mrs.,nnp
16932,palmer,nnp
16933,laugh,nn
16934,'',''
16935,shall,md
16936,quite,rb
16937,disappointed,jj
16938,could,md
16939,get,vb
16940,nicest,jjs
16941,house,nn
16942,world,nn
16943,next,jj
16944,door,nn
16945,hanover-square,nnp
16946,must,md
16947,come,vb
16948,indeed,rb
16949,sure,jj
16950,shall,md
16951,happy,jj
16952,chaperon,vb
16953,time,nn
16954,till,nn
16955,confined,vbn
16956,mrs.,nnp
16957,dashwood,nnp
16958,like,vb
16959,go,vb
16960,public,jj
16961,'',''
16962,thanked,vbd
16963,obliged,vbn
16964,resist,vb
16965,entreaty,nn
16966,``,``
16967,oh,uh
16968,love,nn
16969,'',''
16970,cried,vbd
16971,mrs.,nnp
16972,palmer,nnp
16973,husband,nn
16974,entered,vbd
16975,room,nn
16976,--,:
16977,'',''
16978,must,md
16979,help,vb
16980,persuade,vb
16981,miss,nnp
16982,dashwoods,nnp
16983,go,vb
16984,town,nn
16985,winter,nn
16986,'',''
16987,love,nn
16988,made,vbd
16989,answer,nn
16990,slightly,rb
16991,bowing,vbg
16992,lady,nn
16993,began,vbd
16994,complaining,vbg
16995,weather,nn
16996,``,``
16997,horrid,jj
16998,'',''
16999,said,vbd
17000,``,``
17001,weather,nn
17002,make,vbp
17003,every,dt
17004,thing,nn
17005,every,dt
17006,body,nn
17007,disgusting,vbg
17008,dullness,nnp
17009,much,rb
17010,produced,vbn
17011,within,in
17012,door,nn
17013,without,in
17014,rain,nn
17015,make,vbp
17016,one,cd
17017,detest,jjs
17018,one,cd
17019,'s,pos
17020,acquaintance,nn
17021,devil,nn
17022,doe,nn
17023,sir,nnp
17024,john,nnp
17025,mean,nn
17026,billiard,nn
17027,room,nn
17028,house,nn
17029,people,nns
17030,know,vbp
17031,comfort,nn
17032,sir,nnp
17033,john,nnp
17034,stupid,jj
17035,weather,nn
17036,'',''
17037,rest,nn
17038,company,nn
17039,soon,rb
17040,dropt,nn
17041,``,``
17042,afraid,jj
17043,miss,nnp
17044,marianne,nnp
17045,'',''
17046,said,vbd
17047,sir,nnp
17048,john,nnp
17049,``,``
17050,able,jj
17051,take,vb
17052,usual,jj
17053,walk,nn
17054,allenham,nnp
17055,today,nn
17056,'',''
17057,marianne,nnp
17058,looked,vbd
17059,grave,jj
17060,said,vbd
17061,nothing,nn
17062,``,``
17063,oh,uh
17064,n't,rb
17065,sly,rb
17066,u,jj
17067,'',''
17068,said,vbd
17069,mrs.,nnp
17070,palmer,nnp
17071,'',''
17072,know,vbp
17073,assure,vbp
17074,admire,vbp
17075,taste,nn
17076,much,rb
17077,think,vbp
17078,extremely,rb
17079,handsome,jj
17080,live,vb
17081,great,jj
17082,way,nn
17083,country,nn
17084,know,vbp
17085,ten,nns
17086,mile,jj
17087,dare,vbp
17088,say,vb
17089,'',''
17090,``,``
17091,much,jj
17092,nearer,nn
17093,thirty,nn
17094,'',''
17095,said,vbd
17096,husband,nn
17097,``,``
17098,ah,nnp
17099,well,rb
17100,much,jj
17101,difference,nn
17102,never,rb
17103,wa,vbp
17104,house,nn
17105,say,vbp
17106,sweet,jj
17107,pretty,jj
17108,place,nn
17109,'',''
17110,``,``
17111,vile,nn
17112,spot,nn
17113,ever,rb
17114,saw,vbd
17115,life,nn
17116,'',''
17117,said,vbd
17118,mr.,nnp
17119,palmer,nnp
17120,marianne,nnp
17121,remained,vbd
17122,perfectly,rb
17123,silent,jj
17124,though,in
17125,countenance,nn
17126,betrayed,vbd
17127,interest,nn
17128,wa,nn
17129,said,vbd
17130,``,``
17131,ugly,rb
17132,'',''
17133,continued,vbd
17134,mrs.,nnp
17135,palmer,nnp
17136,--,:
17137,'',''
17138,must,md
17139,place,nn
17140,pretty,jj
17141,suppose,vbp
17142,'',''
17143,seated,vbn
17144,dining,nn
17145,room,nn
17146,sir,nnp
17147,john,nnp
17148,observed,vbd
17149,regret,nn
17150,eight,cd
17151,together,rb
17152,``,``
17153,dear,nn
17154,'',''
17155,said,vbd
17156,lady,nn
17157,``,``
17158,provoking,jj
17159,ask,vbp
17160,gilberts,nns
17161,come,vb
17162,u,vb
17163,today,nn
17164,'',''
17165,``,``
17166,tell,vbp
17167,sir,nnp
17168,john,nnp
17169,spoke,vbd
17170,could,md
17171,done,vbn
17172,dined,vbd
17173,u,jj
17174,last,jj
17175,'',''
17176,``,``
17177,sir,nnp
17178,john,nnp
17179,'',''
17180,said,vbd
17181,mrs.,nnp
17182,jennings,nnp
17183,'',''
17184,stand,vb
17185,upon,in
17186,ceremony,nn
17187,'',''
17188,``,``
17189,would,md
17190,ill-bred,jj
17191,'',''
17192,cried,vbd
17193,mr.,nnp
17194,palmer,nnp
17195,``,``
17196,love,nn
17197,contradict,vbp
17198,every,dt
17199,body,nn
17200,'',''
17201,said,vbd
17202,wife,nn
17203,usual,jj
17204,laugh,nn
17205,``,``
17206,know,vb
17207,quite,rb
17208,rude,jj
17209,'',''
17210,``,``
17211,know,vb
17212,contradicted,vbd
17213,body,nn
17214,calling,vbg
17215,mother,nn
17216,ill-bred,jj
17217,'',''
17218,``,``
17219,ay,nnp
17220,may,md
17221,abuse,vb
17222,please,nn
17223,'',''
17224,said,vbd
17225,good-natured,jj
17226,old,jj
17227,lady,nn
17228,``,``
17229,taken,vbn
17230,charlotte,nnp
